Date,Distance
2018-01-01,0.03325578619584
2018-01-02,2.0764050437468
2018-01-03,0.22447655682192
2018-01-04,0.95859555161032
2018-01-05,1.0458919903744
2018-01-06,0.0
2018-01-07,0.0
2018-01-08,0.0
2018-01-09,0.0
2018-01-10,0.0
2018-01-11,0.0
2018-01-12,0.0
2018-01-13,0.0
2018-01-14,0.0
2018-01-15,0.0
2018-01-16,0.0
2018-01-17,0.0
2018-01-18,0.0
2018-01-19,0.0
2018-01-20,0.0
2018-01-21,0.0
2018-01-22,0.0
2018-01-23,0.0
2018-01-24,0.0
2018-01-25,0.0
2018-01-26,0.0
2018-01-27,0.0
2018-01-28,1.0458919903744
2018-01-29,0.0
2018-01-30,3.33471898981832
2018-01-31,4.98212936260832
2018-02-01,1.53474956196848
2018-02-02,3.4506979228051198
2018-02-03,2.1649504386068
2018-02-04,1.51313827191072
2018-02-05,3.30728545169152
2018-02-06,5.30283146222336
2018-02-07,4.66412401396656
2018-02-08,3.02544390642416
2018-02-09,3.42284806597968
2018-02-10,3.09985310666616
2018-02-11,1.80037953283656
2018-02-12,5.22240117513088
2018-02-13,2.94895311268896
2018-02-14,7.73103202003288
2018-02-15,3.54714094551544
2018-02-16,3.2752786215916
2018-02-17,2.54822461725624
2018-02-18,2.46009554109488
2018-02-19,5.6165431359284
2018-02-20,4.17442759126328
2018-02-21,5.4697441918184
2018-02-22,2.77893352713392
2018-02-23,3.9403943455084
2018-02-24,1.3905044534576
2018-02-25,1.46574629109688
2018-02-26,7.44576050578568
2018-02-27,1.03009673467376
2018-02-28,6.5069059169452
2018-03-01,4.7214890024119995
2018-03-02,4.7838436015292
2018-03-03,2.9285845650152
2018-03-04,3.9096302577924797
2018-03-05,2.51537893604712
2018-03-06,2.85251008997864
2018-03-07,1.7646320481608
2018-03-08,1.96315393029288
2018-03-09,0.0
2018-03-10,0.0
2018-03-11,0.0
2018-03-12,5.02044311030704
2018-03-13,4.24426971324408
2018-03-14,5.785276483116
2018-03-15,3.8871801166255198
2018-03-16,3.68764539945048
2018-03-17,0.94238397721104
2018-03-18,1.75880980009176
2018-03-19,5.5420717985672
2018-03-20,4.32865192111768
2018-03-21,4.79396573824688
2018-03-22,4.06551986244144
2018-03-23,2.46549525675336
2018-03-24,0.68091097961744
2018-03-25,0.99808369086192
2018-03-26,5.84428810522024
2018-03-27,7.46414687935696
2018-03-28,9.831490342622
2018-03-29,8.62726054510216
2018-03-30,4.2226522094744
2018-03-31,1.54930207528512
2018-04-01,1.46366469760368
2018-04-02,9.2535840655024
2018-04-03,10.86003364931576
2018-04-04,9.04224329567936
2018-04-05,4.50241216124856
2018-04-06,12.46443270819552
2018-04-07,4.42467862512936
2018-04-08,0.87670504221664
2018-04-09,4.45170205826944
2018-04-10,3.46982372809488
2018-04-11,6.42543172625016
2018-04-12,3.4985062223176
2018-04-13,2.78558219888832
2018-04-14,2.02236439117856
2018-04-15,0.81850741637392
2018-04-16,5.61540602664704
2018-04-17,4.58900023685376
2018-04-18,6.24335753957032
2018-04-19,6.01970740643376
2018-04-20,3.2054364996108
2018-04-21,1.43789643427144
2018-04-22,0.00249169847992
2018-04-23,4.96176081493456
2018-04-24,3.37587240386448
2018-04-25,4.19521245763568
2018-04-26,5.523368525688
2018-04-27,2.08014569832264
2018-04-28,1.86149138956976
2018-04-29,2.2339537094784
2018-04-30,3.06784627656624
2018-05-01,3.40247951830592
2018-05-02,4.06842787962
2018-05-03,3.36922373211008
2018-05-04,3.05287744455096
2018-05-05,4.16652996341296
2018-05-06,1.8739623093932
2018-05-07,2.50457329101824
2018-05-08,3.96866052103248
2018-05-09,0.0
2018-05-10,0.0
2018-05-11,2.83380681709944
2018-05-12,0.09810208379296
2018-05-13,0.0
2018-05-14,0.16170563900608
2018-05-15,0.0
2018-05-16,0.0
2018-05-17,1.11406883756064
2018-05-18,0.0
2018-05-19,0.0
2018-05-20,0.0
2018-05-21,0.0
2018-05-22,0.0
2018-05-23,0.0
2018-05-24,0.0
2018-05-25,0.0
2018-05-26,0.0
2018-05-27,0.0
2018-05-28,0.0
2018-05-29,0.0
2018-05-30,1.11406883756064
2018-05-31,0.16128932030744
2018-06-01,1.24791840602936
2018-06-02,1.6465715216808
2018-06-03,1.74551245658296
2018-06-04,3.3388759630928
2018-06-05,1.36182195923488
2018-06-06,3.53217832721208
2018-06-07,0.00539971565848
2018-06-08,0.0
2018-06-09,2.15663649205784
2018-06-10,1.02011751333024
2018-06-11,2.02568872705576
2018-06-12,1.8028774450284
2018-06-13,2.45843026630032
2018-06-14,1.95127952681376
2018-06-15,2.4035569763348
2018-06-16,2.52286645891072
2018-06-17,1.50689970514304
2018-06-18,5.2679538972164
2018-06-19,1.66652996436784
2018-06-20,4.23537167777464
2018-06-21,2.8683115593912
2018-06-22,1.84569613386912
2018-06-23,2.7273845730456
2018-06-24,1.12404184519224
2018-06-25,2.30753027232312
2018-06-26,3.61531779270168
2018-06-27,2.72530919326432
2018-06-28,2.78225786301112
2018-06-29,3.0345904903704
2018-06-30,0.53416795891472
2018-07-01,0.7702827981628
2018-07-02,2.00490386068336
2018-07-03,3.9270907882876798
2018-07-04,3.25865072849368
2018-07-05,3.74709198138912
2018-07-06,3.30562017689696
2018-07-07,0.80437122175592
2018-07-08,0.32840088868392
2018-07-09,4.5122733220656
2018-07-10,2.05645281477168
2018-07-11,2.77851720843528
2018-07-12,3.1987878278564
2018-07-13,4.5639403366804
2018-07-14,0.96358516228208
2018-07-15,0.68465163419328
2018-07-16,0.90081424446624
2018-07-17,1.040486061004
2018-07-18,0.40363651261128
2018-07-19,0.34835311765904
2018-07-20,3.78450474085944
2018-07-21,0.0
2018-07-22,0.81600950418208
2018-07-23,1.97954570233784
2018-07-24,1.8631504506524
2018-07-25,1.8839353170247999
2018-07-26,1.83280889534704
2018-07-27,2.2547385758508
2018-07-28,1.4802925907016
2018-07-29,0.55703441878032
2018-07-30,4.46941113724144
2018-07-31,5.4545827347336
2018-08-01,4.8359145074188
2018-08-02,2.5303477680624
2018-08-03,4.76180977906088
2018-08-04,1.20177538131144
2018-08-05,0.15588339093704
2018-08-06,3.63942699495128
2018-08-07,2.26970740786608
2018-08-08,3.68598633836784
2018-08-09,2.68498841661544
2018-08-10,4.78259464543328
2018-08-11,3.34511452986048
2018-08-12,0.75573649855808
2018-08-13,1.80037953283656
2018-08-14,1.96624835882904
2018-08-15,2.79597773893048
2018-08-16,2.98304153628208
2018-08-17,4.9675830630036
2018-08-18,1.59876943588024
2018-08-19,0.20369169044951999
2018-08-20,0.96857477295384
2018-08-21,1.5842169225636
2018-08-22,3.99651037785792
2018-08-23,3.25656913500048
2018-08-24,4.32283588676056
