Date,Distance
2018-08-25,1.86648100024152
2018-08-26,4.28916378186608
2018-08-27,0.95817923291168
2018-08-28,6.07666228989248
2018-08-29,6.44686903237416
2018-08-30,4.2146675896572
2018-08-31,2.55570592640792
2018-09-01,0.4780519265652
2018-09-02,2.44430028539424
2018-09-03,3.54423292833688
2018-09-04,3.75208159206088
2018-09-05,3.33097833524248
2018-09-06,4.10916497496752
2018-09-07,4.14865932793104
2018-09-08,2.62969880795128
2018-09-09,0.42650297247688
2018-09-10,6.0257968441153595
2018-09-11,8.3860877443512
2018-09-12,3.57832135193
2018-09-13,6.95710798668496
2018-09-14,3.95993025578488
2018-09-15,0.23403324575488
2018-09-16,2.13169465241096
2018-09-17,5.80249467884632
2018-09-18,5.5894886342287196
2018-09-19,4.55437743403552
2018-09-20,4.33280889439216
2018-09-21,1.7995531091512
2018-09-22,1.41835431028304
2018-09-23,1.7854169145332
2018-09-24,5.92077268524352
2018-09-25,5.13718632986
2018-09-26,3.8343884201532
2018-09-27,3.4951818864404
2018-09-28,0.95901187030896
2018-09-29,1.91927269671384
2018-09-30,0.82183175225112
2018-10-01,3.6789213479148
2018-10-02,5.03825160866976
2018-10-03,3.87388277311672
2018-10-04,1.7571507390091199
2018-10-05,1.975805047762
2018-10-06,1.73927388981528
2018-10-07,0.26687271325208
2018-10-08,1.77543769318968
2018-10-09,3.86515250786912
2018-10-10,4.04971839302888
2018-10-11,3.08031719638968
2018-10-12,6.58410507383928
2018-10-13,2.9494626370664
2018-10-14,3.27364441535664
2018-10-15,5.4763928635728
2018-10-16,3.92750710698632
2018-10-17,3.41370148203344
2018-10-18,4.49119019752104
2018-10-19,3.682245683792
2018-10-20,2.34777648442896
2018-10-21,0.09893472119024
2018-10-22,4.87612965096504
2018-10-23,4.34985310618872
2018-10-24,2.5216175028148
2018-10-25,1.73220889936224
2018-10-26,2.48961067271488
2018-10-27,1.14191869438608
2018-10-28,1.010970929384
2018-10-29,5.75842703390968
2018-10-30,4.00064870999664
2018-10-31,5.1290152986852
